notice,name,inst_type,entity,permco,dt_start,dt_end
"The PERMCOs displayed herein are used with the permission of the Center for Research in Security Prices (CRSP®), Graduate School of Business, The University of Chicago. PERMCO® is a registered trademark of The University of Chicago.",,,,,,
"The University of Chicago and CRSP make no warranty of any kind, express or implied, with respect to the validity, merchantability, fitness, condition, use or appropriateness of the PERMCOs or the links to the PERMCOs displayed herein.",,,,,,
,ARIZONA BANCWEST CORP,Bank Holding Company,1139710,21,19860630,19861031
,AMSOUTH BANCORPORATION,Bank Holding Company,1078604,25,19860630,20061104
,AMERICAN EXPRESS COMPANY,Bank Holding Company,1275216,90,19860630,20210930
,"AFFILIATED BANKSHARES OF COLORADO, INC.",Bank Holding Company,1049734,94,19860630,19921030
,AMERICAN FIRST CORP,Bank Holding Company,1064894,96,19860630,19900831
,AMERICAN FLETCHER CORP,Bank Holding Company,1200432,106,19860630,19870130
,AMERICAN HERITAGE LIFE INVS,Bank Holding Company,1080214,124,19860630,19980618
,AMERICAN INTERNATIONAL GROUP,Thrift holding company,1562176,137,19860630,20210930
,ALLIED BANCSHARES INC-TX,Bank Holding Company,1101632,151,19860630,19880128
,AMERICAN BANCORPORATION,Bank Holding Company,1068623,196,19860630,20020301
,AMERITRUST CORPORATION,Bank Holding Company,1070082,253,19860630,19920313
,"MERIDIAN BANCORP, INC.",Bank Holding Company,1023060,302,19860630,19960410
,ASSOCIATED BANC-CORP,Bank Holding Company,1199563,362,19860630,20210930
,AMERICAN SECURITY CORP,Bank Holding Company,1073298,367,19860630,19870331
,BANKAMERICA CORPORATION,Bank Holding Company,1026016,437,19860630,19980930
,"BAYBANKS, INC.",Bank Holding Company,1110344,461,19860630,19980730
,"POPULAR, INC.",Bank Holding Company,1129382,475,19860630,20210930
,FIRSTAR CORPORATION OF IOWA,Bank Holding Company,1200197,525,19860630,19910429
,MID-AMERICA BANCORP,Bank Holding Company,1098095,543,19860630,20020309
,BANK SOUTH CORPORATION,Bank Holding Company,1079638,550,19860630,19960109
,BB&T FINANCIAL CORPORATION,Bank Holding Company,1074790,582,19860630,19950301
,"BARNETT BANKS, INC.",Bank Holding Company,1076776,586,19860630,19980109
,BANK OF HAWAII CORPORATION,Bank Holding Company,1025309,589,19860630,20210930
,"FIRST UNITED BANK GROUP, INC.",Bank Holding Company,2033721,590,19900101,19940114
,"BOATMEN'S BANCSHARES, INC.",Bank Holding Company,1093586,594,19860630,19970107
,BANCOKLAHOMA CORP,Bank Holding Company,1052668,599,19860630,19910606
,BANK ONE CORPORATION,Bank Holding Company,1068294,606,19860630,20040701
,"BRENTON BANKS, INC.",Bank Holding Company,1199460,632,19860630,20051221
,CENTRAL BANCORPORATION-OHIO,Bank Holding Company,1068687,764,19860630,19880229
,COMMERCIAL BANCORPORATION OF COLORADO,Bank Holding Company,1020331,775,19860630,19940325
,"COMMERCE BANCSHARES, INC.",Bank Holding Company,1049341,779,19860630,20210930
,"COMPASS BANKCSHARES, INC.",Bank Holding Company,1078529,780,19860630,20070928
,SYNOVUS FINANCIAL CORP.,Bank Holding Company,1078846,781,19860630,20210930
,CONTINENTAL BANCORP-PA,Bank Holding Company,1116926,782,19860630,19870130
,CCB FINANCIAL CORPORATION,Bank Holding Company,1076039,786,19860630,20000705
,COUNTRYWIDE FINANCIAL CORPORATION,Bank Holding Company,2549857,796,19880525,20080731
,"CULLEN/FROST BANKERS, INC.",Bank Holding Company,1102367,840,19860630,20210930
,UNION BANK,Commercial Bank,212465,841,19860630,19960331
,UNIONBANCAL CORPORATION,Bank Holding Company,1378434,841,19960401,20081128
,"CENTRAL FIDELITY BANKS, INC.",Bank Holding Company,1074875,842,19860630,19971215
,CITIZENS FIDELITY CORP,Bank Holding Company,1094499,844,19860630,19870226
,CITYTRUST BANCORP INC,Domestic Entity Other,1040740,923,19860630,19910830
,CENTRAL JERSEY BANCORP,Bank Holding Company,1133736,927,19860630,19950114
,"COMMUNITY NATIONAL BANCORP, INC",Commercial Bank,1248797,988,19880527,19911114
,CHITTENDEN CORPORATION,Bank Holding Company,1114605,991,19860630,20080101
,FIRST COMMERCIAL CORPORATION,Bank Holding Company,1096523,1021,19860630,19980801
,"COLORADO NATIONAL BANKSHARES, INC.",Bank Holding Company,1049154,1036,19860630,19930528
,CITIZENS AND SOUTHERN CORPORATION,Bank Holding Company,1076918,1148,19860630,19900831
,"FIRST BANKS AMERICA, INC.",Bank Holding Company,1103524,1168,19860630,20021231
,CITY NATIONAL CORPORATION,Bank Holding Company,1027518,1194,19860630,20151030
,DAUPHIN DEPOSIT CORPORATION,Bank Holding Company,1116702,1248,19860630,19970708
,COMERICA INCORPORATED,Bank Holding Company,1199844,1261,19860630,20210930
,DEPOSIT GUARANTY CORP.,Bank Holding Company,1079946,1292,19860630,19980501
,FIRST UNION CORPORATION OF VIRGINIA,Bank Holding Company,1072291,1338,19860630,19930301
,EQUITABLE BANCORPORATION,Bank Holding Company,1020452,1457,19860630,19900117
,ELDORADO BANCORP,Bank Holding Company,1029035,1496,19860630,19970630
,REGIONS FINANCIAL CORPORATION,Bank Holding Company,1078332,1620,19860630,20040630
,REGIONS FINANCIAL CORPORATION,Bank Holding Company,3242838,1620,20040701,20210930
,FIRST OF AMERICA BANK CORPORATION,Bank Holding Company,1199648,1621,19860630,19980401
,FIRST AMERICAN CORPORATION,Bank Holding Company,1078426,1636,19860630,19991001
,U.S. BANCORP,Bank Holding Company,1119794,1645,19860630,20210930
,TRUSTMARK CORPORATION,Bank Holding Company,1079562,1658,19860630,20210930
,"FIRST COMMERCIAL BANCORP, INC.",Bank Holding Company,1028355,1666,19860630,19980130
,LOUISIANA BANC ONE CORPORATION,Bank Holding Company,1080371,1668,19860630,19981116
,M&T BANK CORPORATION,Bank Holding Company,1037003,1689,19860630,20210930
,"FIRST FLORIDA BANKS, INCORPORATED",Bank Holding Company,1020229,1695,19860630,19921207
,BANCWEST CORPORATION,Bank Holding Company,1025608,1718,19860630,20011231
,INTERFIRST CORP,Bank Holding Company,1100886,1721,19860630,19870606
,FIFTH THIRD BANCORP,Bank Holding Company,1070345,1741,19860630,20210930
,FIRST JERSEY NATIONAL CORP,Domestic Entity Other,1035166,1746,19860630,19880229
,FIRST KENTUCKY NATIONAL,Domestic Entity Other,1095311,1751,19860630,19880729
,ALLFIRST FINANCIAL INC,Bank Holding Company,1074660,1776,19860630,19890331
,F & M NATIONAL CORPORATION,Bank Holding Company,1074567,1782,19860630,20010810
,STAR BANC CORPORATION,Bank Holding Company,1070251,1788,19860630,19981119
,FIRSTAR CORPORATION,Bank Holding Company,2724645,1788,19981120,20010226
,FLORIDA NATL BANKS OF FLA,Bank Holding Company,1078239,1792,19860630,19900128
,"BOATMEN'S SUNWEST, INC.",Bank Holding Company,1049921,1799,19860630,19920930
,INTRAWEST FINANCIAL CORP,Bank Holding Company,1049510,1805,19860630,19870430
,FIRST RAILRD & BANKING CO-GA,Bank Holding Company,1079281,1837,19860630,19861031
,FOURTH FINANCIAL CORPORATION,Bank Holding Company,1053441,1839,19860630,19960131
,FIRST SECURITY CORPORATION,Bank Holding Company,1024058,1846,19860630,20030730
,FIRST HORIZON NATIONAL CORPORATION,Bank Holding Company,1094640,1856,19860630,20210930
,CENTERRE BANCORPORATION,Bank Holding Company,1093773,1865,19860630,19881208
,WACHOVIA CORPORATION,Bank Holding Company,1073551,1869,19860630,20081231
,ARROW FINANCIAL CORPORATION,Bank Holding Company,1048812,1940,19860630,20210930
,FIRST REGIONAL BANCORP,Bank Holding Company,1029428,2026,19860630,20090930
,HUNTINGTON BANCSHARES INCORPORATED,Bank Holding Company,1068191,2093,19860630,20210930
,HIBERNIA CORPORATION,Bank Holding Company,1078921,2141,19860630,20051116
,SHAWMUT NATIONAL CORPORATION,Bank Holding Company,1248902,2171,19880229,19951201
,HUDSON UNITED BANCORP,Bank Holding Company,1048625,2231,19860630,20060201
,HAWKEYE BANCORPORATION,Bank Holding Company,1199536,2237,19860630,19960102
,HORIZON BANCORP,Bank Holding Company,1034888,2249,19860630,19890131
,IMPERIAL BANCORP,Bank Holding Company,1027602,2252,19860630,20010130
,WESTAMERICA BANCORPORATION,Bank Holding Company,1025541,2253,19860630,20210930
,"INDEPENDENT BANKSHARES, INC.",Bank Holding Company,1104576,2258,19860630,20050304
,INB FINANCIAL CORPORATION,Bank Holding Company,1201475,2342,19860630,19921014
,"CORUS BANKSHARES, INC.",Bank Holding Company,1200393,2343,19860630,20090630
,"JEFFERSON BANCORP, INC.",Bank Holding Company,1078163,2439,19860630,19970103
,"JEFFERSON BANKSHARES, INC.",Bank Holding Company,1074923,2440,19860630,19971101
,KEYCORP,Bank Holding Company,1034806,2535,19860630,19940301
,KEYCORP,Bank Holding Company,1068025,2535,19940302,20210930
,"LIBERTY BANCORP, INC.",Bank Holding Company,1066544,2655,19860630,19970601
,BANC ONE KENTUCKY CORPORATION,Bank Holding Company,1096185,2687,19860630,19980228
,LANDMARK BANCSHARES CORPORATION,Bank Holding Company,1118582,2691,19860630,19911220
,"MERCHANTS NEW YORK BANCORP, INC.",Bank Holding Company,2023012,2795,19900101,20010120
,MERCHANTS NATIONAL CORPORATION,Bank Holding Company,1199620,2808,19860630,19920501
,"MNC FINANCIAL, INC.",Bank Holding Company,1073364,2844,19860630,19931001
,WEST ONE BANCORP,Bank Holding Company,1028953,2887,19860630,19951226
,MIDLANTIC CORPORATION,Bank Holding Company,1140743,2921,19860630,19951231
,MULTIBANK FINANCIAL CORP.,Commercial Bank,1111994,2952,19860630,19930713
,MELLON FINANCIAL CORPORATION,Bank Holding Company,1068762,2968,19860630,20070701
,MICHIGAN NATIONAL CORPORATION,Bank Holding Company,1199714,2969,19860630,20010501
,MANUFACTURERS NATIONAL CORPORATION,Bank Holding Company,1199826,2981,19860630,19920617
,MERCANTILE BANKSHARES CORPORATION,Bank Holding Company,1072442,3029,19860630,20070302
,MARSHALL & ILSLEY CORPORATION,Bank Holding Company,3594612,3042,19900101,20110705
,MCORP,Bank Holding Company,1102590,3067,19860630,19891229
,MERCANTILE BANCORPORATION INC.,Bank Holding Company,1094211,3079,19860630,19990920
,"MARK TWAIN BANCSHARES, INC.",Bank Holding Company,1093634,3086,19860630,19970425
,NATIONAL BANCSHARES CORPORATION OF TEXAS,Bank Holding Company,1100840,3128,19860630,20011231
,NORTHEAST BANCORP -OLD,Bank Holding Company,1035081,3131,19860630,19930528
,FIRST CHICAGO NBD CORPORATION,Bank Holding Company,1199778,3134,19860630,19981001
,NATIONAL COMMERCE FINANCIAL CORP.,Bank Holding Company,1093728,3143,19860630,20041001
,NATIONAL CITY BANCORPORATION,Bank Holding Company,1123531,3144,19860630,20010801
,"NATIONAL COMMUNITY BANKS, INC.",Bank Holding Company,1399028,3145,19890301,19930811
,BANK OF AMERICA CORPORATION,Bank Holding Company,1073757,3151,19860630,20210930
,NATIONAL CITY CORPORATION,Bank Holding Company,1069125,3157,19860630,20081231
,BANK OF NEW ENGLAND CORPORATION,Bank Holding Company,1113907,3163,19860630,19910107
,CONSTELLATION BANCORP,Bank Holding Company,1130472,3257,19860630,19940317
,NORTHERN TRUST CORPORATION,Bank Holding Company,1199611,3275,19860630,20210930
,OLD KENT FINANCIAL CORPORATION,Bank Holding Company,1199705,3359,19860630,20010402
,"FIRSTIER FINANCIAL, INC.",Bank Holding Company,1052015,3375,19860630,19960216
,CORESTATES FINANCIAL CORP,Bank Holding Company,1116300,3552,19860630,19980428
,INTEGRA FINANCIAL CORPORATION,Bank Holding Company,1398816,3614,19881231,19960502
,"PROVIDENT BANCORP, INC.",Bank Holding Company,1070617,3658,19860630,20040701
,"PNC FINANCIAL SERVICES GROUP, INC., THE",Bank Holding Company,1069778,3685,19860630,20210930
,PUGET SOUND BANCORP,Bank Holding Company,1029138,3702,19860630,19930114
,PUTNAM TRUST COMPANY OF GREENWICH,Commercial Bank,567606,3718,19860630,19961201
,RAINIER BANCORPORATION,Bank Holding Company,1246887,3785,19860630,19870831
,RIGGS NATIONAL CORPORATION,Bank Holding Company,1075126,3849,19860630,20050514
,RAMAPO FINANCIAL CORPORATION,Bank Holding Company,1039427,3868,19860630,19990612
,FIRST REPUBLICBANK CORP,Domestic Entity Other,1101753,3928,19860630,19880831
,SANTA MONICA BANK,Commercial Bank,375669,3976,19860630,19980127
,SOUTHTRUST CORPORATION,Bank Holding Company,1079441,3987,19860630,20041101
,SOUTH CAROLINA NATIONAL CORPORATION,Bank Holding Company,1072554,4009,19860630,19911205
,"SECURITY BANCORP, INC.",Bank Holding Company,1208241,4035,19860630,19920430
,SEI INVESTMENTS COMPANY,Thrift holding company,1274974,4040,19860630,20210930
,"COLONIAL BANCGROUP, INC., THE",Bank Holding Company,1080465,4128,19860630,20090630
,BB&T CORPORATION,Bank Holding Company,1074156,4163,19860630,20210930
,SOUTHWEST BANCORP,Bank Holding Company,1028702,4182,19860630,19891019
,SOCIETY CORP,Bank Holding Company,1068025,4183,19860630,19940301
,SECURITY PACIFIC CORPORATION,Bank Holding Company,1024526,4205,19860630,19920421
,STATE STREET CORPORATION,Bank Holding Company,1111435,4260,19860630,20210930
,SUMMIT BANCORP,Bank Holding Company,1047897,4307,19860630,19960301
,SUMITOMO BANK OF CALIFORNIA,Commercial Bank,257569,4313,19860630,19981001
,TEXAS AMERICAN BANCSHARES,Bank Holding Company,1102228,4368,19860630,19890720
,TEXAS COMMERCE BANCSHARES,Domestic Entity Other,1100550,4385,19860630,19870430
,THIRD NATIONAL CORP,Bank Holding Company,1080148,4396,19860630,19861231
,TRANSWORLD BANCORP,Bank Holding Company,1030330,4602,19860630,19970516
,"UNITED BANKS OF COLORADO, INC.",Bank Holding Company,1049042,4626,19860630,19910419
,NORSTAR BANCORP INC,Bank Holding Company,1034365,4629,19860630,19871231
,UNITED CAROLINA BANCSHARES CORPORATION,Bank Holding Company,1072394,4632,19860630,19970702
,UMB FINANCIAL CORPORATION,Bank Holding Company,1049828,4673,19860630,20210930
,UNITED NATIONAL BANCORP,Bank Holding Company,1250259,4679,19880801,20040101
,UNION NATL CORP-PENNSYLVANIA,Bank Holding Company,1070886,4680,19860630,19881230
,UNIVERSITY BANK & TRUST CO.,Commercial Bank,917667,4693,19860630,19960301
,UNION PLANTERS CORPORATION,Bank Holding Company,1094369,4703,19860630,20040701
,U.S. BANCORP,Bank Holding Company,1025701,4717,19860630,19970801
,U.S. TRUST CORPORATION,Bank Holding Company,1048184,4737,19860630,19950901
,CRESTAR FINANCIAL CORPORATION,Bank Holding Company,1072237,4752,19860630,20000101
,"VICTORIA BANKSHARES, INC.",Bank Holding Company,1102125,4799,19860630,19990827
,C & S SOVRAN CORP,Bank Holding Company,1072947,4817,19860630,19900831
,VALLEY NATIONAL BANCORP,Bank Holding Company,1048773,4818,19860630,20210930
,BANC ONE ARIZONA CORPORATION,Bank Holding Company,1028739,4820,19860630,19930330
,VALLEY BANCORPORATION,Bank Holding Company,1199509,4844,19860630,19940531
,WILMINGTON TRUST CORPORATION,Bank Holding Company,1888193,4923,19900101,20110516
,ZIONS BANCORPORATION,Bank Holding Company,1027004,5057,19860630,20180929
,FIRST EASTERN CORP.,Bank Holding Company,1116953,5086,19860630,19940618
,"NATIONAL BANCORP OF ALASKA, INC.",Bank Holding Company,1030611,5241,19860630,20080101
,FIRSTMERIT CORPORATION,Bank Holding Company,1070804,5259,19860630,20160815
,INTERCHANGE FINANCIAL SERVICES CORPORATION,Bank Holding Company,1138535,5270,19861129,20070101
,FIRST NATIONAL CORPORATION,Commercial Bank,1030349,5298,19860630,19930716
,UST CORP.,Bank Holding Company,1111583,5303,19860630,20000128
,FULTON FINANCIAL CORPORATION,Bank Holding Company,1117129,5440,19860630,20210930
,NBSC CORPORATION,Bank Holding Company,1075890,5579,19860630,19950301
,UNITED COUNTIES BANCORPORATION,Bank Holding Company,1048821,5607,19860630,19960224
,"NORTH FORK BANCORPORATION, INC.",Bank Holding Company,1048429,5627,19860630,20061201
,"WASHINGTON FEDERAL, INC.",Thrift holding company,3065617,5679,19950203,20210930
,"SUMMIT BANCORP, INC.",Bank Holding Company,1989205,5797,19900101,19941114
,"MAGNA GROUP, INC.",Bank Holding Company,1095478,5841,19860630,19980701
,CVB FINANCIAL CORP.,Bank Holding Company,1029222,5856,19860630,20210930
,"FIRST MIDWEST BANCORP, INC.",Bank Holding Company,1208184,5908,19860630,20210930
,"TRUSTCOMPANY BANCORPORATION, THE",Bank Holding Company,1135990,5918,19860630,19931228
,"TRUST COMPANY OF NEW JERSEY, THE",Commercial Bank,31303,5918,19931229,20040514
,TRUSTCO BANK CORP NY,Bank Holding Company,1048513,5926,19860630,20210930
,VERMONT FINANCIAL SERVICES CORP,Bank Holding Company,1114931,6000,19860630,19990528
,"RAYMOND JAMES FINANCIAL, INC.",Bank holding company,3815157,6137,19940513,20210930
,MAINSTREET FINANCIAL CORPORATION,Bank Holding Company,1074866,6170,19860630,19990306
,STIFEL FINANCIAL CORP.,Bank Holding Company,3063622,6185,20011016,20210930
,FIRST MICHIGAN BANK CORPORATION,Bank Holding Company,1200003,6217,19860630,19970930
,FIRST INDIANA CORPORATION,Bank Holding Company,1145506,6246,19861125,20080102
,1ST SOURCE CORPORATION,Bank Holding Company,1199602,6281,19860630,20210930
,"FIRST AMARILLO BANCORPORATION, INC.",Bank Holding Company,1107371,6405,19860630,19931130
,"FRANKLIN RESOURCES, INC.",Bank Holding Company,1246216,6407,19860630,20210930
,"NATIONAL PENN BANCSHARES, INC.",Bank Holding Company,1117026,6523,19860630,20160401
,FIRST FINANCIAL HOLDINGS INC.,Bank holding company,1890507,6545,19910601,20130726
,"PACIFIC WESTERN BANCSHARES, INC.",Bank Holding Company,1028458,6558,19860630,19940331
,CITIZENS BANCORP,Bank Holding Company,1075573,6579,19860630,19970101
,"INDEPENDENCE BANCORP, INC.",Bank Holding Company,1117268,6686,19860630,19940627
,FIRST FINANCIAL BANCORP,Bank Holding Company,1071276,6736,19860630,20210930
,BANK OF NEW HAMPSHIRE CORPORATION,Bank Holding Company,1114726,6755,19860630,19991227
,FIRSTBANK OF ILLINOIS CO.,Bank Holding Company,1202137,6778,19860630,19980701
,SEACOAST BANKING CORPORATION OF FLORIDA,Bank Holding Company,1085013,6827,19860630,20210930
,"NEWORLD BANCORP, INC.",Bank Holding Company,1142185,6839,19870420,19940414
,"COLLECTIVE BANCORP, INC.",Commercial Bank,2158165,6840,19881227,19970731
,FIRST NATIONAL BANCORP,Bank Holding Company,1082106,6866,19860630,19960301
,"GLACIER BANCORP, INC.",Bank Holding Company,2003975,6944,19901231,20210930
,"VALLICORP HOLDINGS, INC.",Bank Holding Company,1427248,7006,19891201,19970412
,"MID AM, INC.",Bank Holding Company,1070952,7030,19860630,19981002
,"SUSQUEHANNA BANCSHARES, INC.",Bank Holding Company,1117156,7050,19860630,20150731
,PACIFIC INLAND BANCORP,Bank Holding Company,1031748,7054,19860630,20010831
,OLD NATIONAL BANCORP,Bank Holding Company,1098303,7067,19860630,20210930
,BANK OF GRANITE CORPORATION,Bank Holding Company,1143481,7070,19870529,20110630
,"CONCORD EFS, INC.",Bank Holding Company,2014971,7099,19900101,20040226
,"PROGRESSIVE BANK, INC.",Bank Holding Company,1140332,7162,19861017,19980717
,"FIRST UNITED BANCSHARES, INC.",Bank Holding Company,1096439,7244,19860630,20000901
,"COMMERCE BANCORP, LLC",Bank Holding Company,1117679,7263,19860630,20071231
,BALTIMORE BANCORP,Bank Holding Company,1076712,7276,19860630,19960531
,FRANKFORD CORPORATION,Bank Holding Company,1022728,7279,19860630,19940730
,"WESTPORT BANCORP, INC.",Bank Holding Company,1048915,7307,19860630,19961214
,FIRST COLONIAL BANKSHARES CORPORATION,Bank Holding Company,1202463,7320,19860630,19950131
,FORT WAYNE NATIONAL CORPORATION,Bank Holding Company,1207002,7330,19860630,19980331
,132ND & CALIFORNIA STREET BRANCH,Commercial Bank,130970,7361,19860630,20051202
,"KEYSTONE FINANCIAL, INC.",Bank Holding Company,1117781,7366,19860630,20001007
,"PREMIER BANCORP, INCORPORATED",Bank Holding Company,1130892,7373,19860630,19960102
,"AMERISERV FINANCIAL, INC",Bank Holding Company,1117316,7407,19860630,20210930
,"W HOLDING COMPANY, INC.",Bank Holding Company,2801546,7427,19900101,20090930
,SIMMONS FIRST NATIONAL CORPORATION,Bank Holding Company,1094828,7460,19860630,20210930
,"CNB BANCSHARES, INC.",Bank Holding Company,1099467,7471,19860630,19991030
,IRWIN FINANCIAL CORPORATION,Bank Holding Company,1199732,7502,19860630,20090918
,PROMISTAR FINANCIAL CORPORATION,Bank Holding Company,1117736,7519,19860630,20020119
,B.M.J. FINANCIAL CORP.,Bank Holding Company,1118256,7529,19860630,19970301
,NAPA VALLEY BANCORP,Bank Holding Company,1030264,7543,19860630,19930415
,"CITIZENS REPUBLIC BANCORP, INC.",Bank Holding Company,1205688,7569,19860630,20130412
,"FRANKLIN BANCORPORATION, INC.",Bank Holding Company,1416859,7583,19890623,19980702
,FINANCIAL TRUST CORP,Bank Holding Company,1117204,7584,19860630,19970602
,BERKSHIRE BANCORP INC.,Bank Holding Company,2728157,7585,19990104,20131129
,"HOMETOWN BANCORPORATION, INC.",Bank Holding Company,1144143,7586,19870721,19960831
,GUARANTY BANCSHARES CORPORATION,Bank Holding Company,1137994,7594,19860630,19960210
,RHNB CORPORATION,Bank Holding Company,1075993,7606,19860630,19941109
,"APPLE BANCORP, INC.",Bank Holding Company,1427341,7612,19890929,19901001
,"CB BANCSHARES, INC.",Bank Holding Company,1028412,7631,19860630,20040916
,"PREMIER FINANCIAL SERVICES, INC.",Bank Holding Company,1202557,7637,19860630,19960822
,"KEYSTONE HERITAGE GROUP, INC.",Bank Holding Company,1117183,7665,19860630,19980327
,BRYN MAWR BANK CORPORATION,Bank Holding Company,1140994,7676,19870102,20210930
,SOUTHWEST NATIONAL CORPORATION,Bank Holding Company,1070961,7678,19860630,19981231
,NEWBRIDGE BANCORP,Bank Holding Company,1076002,7702,19860630,20160229
,INDEPENDENT BANK CORPORATION,Bank Holding Company,1201925,7720,19860630,20210930
,"MERCHANTS BANCSHARES, INC.",Bank Holding Company,1023239,7724,19860630,20170512
,"EVERGREEN BANCORP, INC.",Bank Holding Company,1048399,7727,19860630,19981231
,SJNB FINANCIAL CORP.,Bank Holding Company,1031506,7741,19860630,20011024
,"BSB BANCORP, INC.",Bank Holding Company,1250530,7746,19881003,20040714
,"BAYBANK, INC.",Bank Holding Company,1114986,7760,19860630,19951218
,"NASB FINANCIAL, INC.",Thrift holding company,3841941,7764,19980401,20140930
,CCBT FINANCIAL COMPANIES INC.,Bank Holding Company,2745118,7778,19900101,20040501
,"BANCORPSOUTH, INC.",Bank Holding Company,1097614,7784,19860630,20171031
,"PEOPLES BANCORP OF NORTH CAROLINA, INC.",Bank Holding Company,2818245,7788,19990831,20210930
,FAIRFIELD FIRST BANK & TRUST COMPANY,Commercial Bank,699002,7807,19860630,19960713
,JEFFERSON BANK,Commercial Bank,535913,7822,19860630,19991201
,"BNH BANCSHARES, INC.",Bank Holding Company,1134096,7832,19860630,19970828
,REPUBLIC SECURITY FINANCIAL CORPORATION,Bank Holding Company,2354417,7845,19900101,20010301
,"FIRST OAK BROOK BANCSHARES, INC.",Bank Holding Company,1209097,7860,19860630,20060826
,"COMMUNITY BANK SYSTEM, INC.",Bank Holding Company,1048867,7871,19860630,20210930
,MOSAIC CORP,Bank Holding Company,2337054,7891,19900101,19970103
,"DS BANCOR, INC.",Bank Holding Company,1245714,7892,19870831,19970131
,"FIRST COMMERCE BANCSHARES, INC.",Bank Holding Company,1134993,7903,19860630,20090813
,SECURITY CAPITAL BANCORP,Bank Holding Company,1076093,7917,19860630,19950520
,"FIRST MUTUAL BANCSHARES, INC.",Bank Holding Company,2833604,7926,19900101,20080201
,WESTERN BANK,Commercial Bank,142067,7944,19860630,19960201
,"BANCTRUST FINANCIAL GROUP, INC.",Bank Holding Company,1138012,7954,19860630,20120930
,"IROQUOIS BANCORP, INC.",Bank Holding Company,2439426,7965,19900101,20001104
,BANC ONE WEST VIRGINIA CORPORATION,Bank Holding Company,1076338,7972,19860630,19930430
,"FRANKLIN BANK, NATIONAL ASSOCIATION",Commercial Bank,558172,7985,19860630,20031022
,"FRANKLIN BANCORP, INC.",Bank Holding Company,3103818,7985,20031023,20040527
,"NEWMIL BANCORP, INC.",Bank Holding Company,1247110,8005,19871019,20061006
,"L S B BANCSHARES, INC OF SOUTH CAROLINA",Bank Holding Company,1076543,8030,19860630,19940701
,"MEDFORD BANCORP, INC.",Bank Holding Company,2614652,8067,19900101,20021015
,"ONE VALLEY BANCORP, INC.",Bank Holding Company,1075201,8072,19860630,20000707
,FIRST CITIZENS CORPORATION,Bank Holding Company,2449032,8076,19960823,19990709
,"T. ROWE PRICE GROUP, INC.",Thrift holding company,3045084,8087,20001228,20210930
,LSB CORPORATION,Bank Holding Company,3019674,8140,20010702,20101130
,"ANDOVER BANCORP, INC.",Bank Holding Company,1247008,8156,19871102,20011031
,"COMMUNITY BANKSHARES, INC.",Bank Holding Company,1136755,8157,19860630,19970829
,ELMIRA SAVINGS BANK,Commercial Bank,861304,8158,19860630,20210930
,BAY VIEW CAPITAL CORPORATION,Bank Holding Company,2736282,8164,19990301,20060430
,"GREAT LAKES BANCORP, INC.",Bank Holding Company,3180640,8164,20060501,20070930
,"TRANS FINANCIAL, INC.",Bank Holding Company,1100082,8168,19860630,19980822
,INDEPENDENT BANK CORP.,Bank Holding Company,1136803,8179,19860630,20210930
,MASSBANK CORP.,Commercial Bank,1966783,8197,19900101,20080903
,GRENADA SUNBURST SYSTEM CORPORATION,Bank Holding Company,1138889,8216,19860630,19941231
,"NEW HAMPSHIRE THRIFT BANCSHARES, INC.",Thrift holding company,3575750,8217,19890613,20170113
,"AMCORE FINANCIAL, INC.",Bank Holding Company,1208661,8224,19860630,20091231
,TOMPKINS FINANCIAL CORPORATION,Bank Holding Company,2367921,8228,19951017,20210930
,"SKANEATELES BANCORP, INC.",Bank Holding Company,1481398,8229,19900101,19970415
,"CBC BANCORP, INC.",Bank Holding Company,1142019,8262,19870224,19971130
,"ABINGTON BANCORP, INC.",Bank Holding Company,2521741,8264,19970131,20040428
,"SUBURBAN BANKSHARES, INC.",Bank Holding Company,1082665,8285,19860630,19940603
,TCF FINANCIAL CORPORATION,Bank Holding Company,2389941,8292,19970407,20190731
,"SAN FRANCISCO COMPANY, THE",Bank Holding Company,1029286,8346,19860630,19950331
,"BANCORP CONNECTICUT, INC.",Bank Holding Company,2262914,8365,19900101,20020831
,DIME FINANCIAL CORPORATION,Bank Holding Company,1427305,8375,19881202,19980821
,"WARREN BANCORP, INC.",Bank Holding Company,1250361,8381,19881001,20021231
,"HARRIS BANKMONT, INC.",Bank Holding Company,1207356,8400,19860630,20000630
,"SANDWICH BANCORP, INC.",Bank Holding Company,2573124,8413,19971001,19981203
,SUFFOLK BANCORP,Bank Holding Company,1130865,8451,19860829,20170331
,HORIZON FINANCIAL CORP.,Commercial Bank,2343662,8472,19900101,20100111
,CENTER FINANCIAL CORPORATION,Bank Holding Company,2322751,8477,19900101,19961113
,BANKWORCESTER CORPORATION,Bank Holding Company,1248135,8489,19871214,19940527
,"GRANITE STATE BANKSHARES, INC.",Bank Holding Company,1140118,8493,19860829,20030228
,PEOPLE'S SAVINGS FINANCIAL CORP.,Bank Holding Company,1427396,8499,19890731,19970731
,FNB ROCHESTER CORP.,Bank Holding Company,1048951,8506,19860829,19990601
,MARBLE FINANCIAL CORPORATION,Bank Holding Company,1139907,8513,19860903,19960102
,F.N.B. CORPORATION,Bank Holding Company,1070288,8534,19860930,20010601
,F.N.B. CORPORATION,Bank Holding Company,3005332,8534,20010602,20210930
